"fipscty","naics","est"
"019","424210",16
"019","4243//",11
"019","42431/",2
"019","424310",2
"019","42432/",5
"019","424320",5
"019","42433/",4
"019","424330",4
"019","4244//",138
"019","42441/",8
"019","424410",8
"019","42442/",6
"019","424420",6
"019","42443/",4
"019","424430",4
"019","42444/",1
"019","424440",1
"019","42445/",11
"019","424450",11
"019","42446/",3
"019","424460",3
"019","42447/",9
"019","424470",9
"019","42448/",50
"019","424480",50
"019","42449/",46
"019","424490",46
"019","4245//",7
"019","42451/",4
"019","424510",4
"019","42459/",3
"019","424590",3
"019","4246//",23
"019","42461/",5
"019","424610",5
"019","42469/",18
"019","424690",18
"019","4247//",18
"019","42471/",11
"019","424710",11
"019","42472/",7
"019","424720",7
"019","4248//",9
"019","42481/",4
"019","424810",4
"019","42482/",5
"019","424820",5
"019","4249//",95
"019","42491/",58
"019","424910",58
"019","42492/",4
"019","424920",4
"019","42493/",5
"019","424930",5
"019","42494/",2
"019","424940",2
"019","42495/",3
"019","424950",3
"019","42499/",23
"019","424990",23
"019","425///",77
"019","4251//",77
"019","42512/",77
"019","425120",77
"019","44----",2506
"019","441///",323
"019","4411//",115
"019","44111/",60
"019","441110",60
"019","44112/",55
"019","441120",55
"019","4412//",22
"019","44121/",7
"019","441210",7
"019","44122/",15
"019","441222",3
"019","441228",12
"019","4413//",186
"019","44131/",123
"019","441310",123
"019","44132/",63
"019","441320",63
"019","442///",95
"019","4421//",56
"019","44211/",56
"019","442110",56
"019","4422//",39
"019","44221/",15
"019","442210",15
"019","44229/",24
"019","442291",5
"019","442299",19
"019","443///",99
"019","4431//",99
"019","44314/",99
"019","443141",17
"019","443142",82
"019","444///",136
"019","4441//",108
"019","44411/",10
"019","444110",10
"019","44412/",13
"019","444120",13
"019","44413/",42
"019","444130",42
"019","44419/",43
"019","444190",43
"019","4442//",28
"019","44421/",7
"019","444210",7
"019","44422/",21
"019","444220",21
"019","445///",550
"019","4451//",381
"019","44511/",257
"019","445110",257
"019","44512/",124
"019","445120",124
"019","4452//",73
"019","44521/",17
"019","445210",17
"019","44522/",5
"019","445220",5
"019","44523/",8
"019","445230",8
"019","44529/",43
"019","445291",9
"019","445292",13
"019","445299",21
"019","4453//",96
"019","44531/",96
"019","445310",96
"019","446///",240
"019","4461//",240
"019","44611/",130
"019","446110",130
"019","44612/",37
"019","446120",37
"019","44613/",16
"019","446130",16
"019","44619/",57
"019","446191",26
"019","446199",31
"019","447///",217
"019","4471//",217
"019","44711/",181
"019","447110",181
"019","44719/",36
"019","447190",36
"019","448///",323
"019","4481//",218
"019","44811/",23
"019","448110",23
"019","44812/",67
"019","448120",67
"019","44813/",14
"019","448130",14
"019","44814/",71
"019","448140",71
"019","44815/",17
"019","448150",17
"019","44819/",26
"019","448190",26
"019","4482//",59
"019","44821/",59
"019","448210",59
"019","4483//",46
"019","44831/",44
"019","448310",44
"019","44832/",2
"019","448320",2
"019","451///",92
"019","4511//",79
"019","45111/",51
"019","451110",51
"019","45112/",14
"019","451120",14
"019","45113/",7
"019","451130",7
"019","45114/",7
"019","451140",7
"019","4512//",13
"019","45121/",13
"019","451211",11
"019","451212",2
"019","452///",120
"019","4521//",21
"019","45211/",21
"019","452111",5
"019","452112",16
"019","4529//",99
"019","45291/",10
"019","452910",10
"019","45299/",89
"019","452990",89
"019","453///",200
"019","4531//",29
"019","45311/",29
"019","453110",29
"019","4532//",57
"019","45321/",19
"019","453210",19
"019","45322/",38
"019","453220",38
"019","4533//",38
"019","45331/",38
"019","453310",38
"019","4539//",76
"019","45391/",20
"019","453910",20
"019","45392/",2
"019","453920",2
"019","45393/",1
"019","453930",1
"019","45399/",53
"019","453991",20
"019","453998",33
"019","454///",111
"019","4541//",46
"019","45411/",46
"019","454111",37
"019","454113",9
"019","4542//",2
"019","45421/",2
"019","454210",2
"019","4543//",63
"019","45431/",18
"019","454310",18
"019","45439/",45
"019","454390",45
"019","48----",694
"019","481///",14
"019","4811//",7
"019","48111/",7
"019","481111",7
"019","4812//",7
"019","48121/",7
"019","481211",6
"019","481219",1
"019","483///",2
"019","4831//",1
"019","48311/",1
"019","483113",1
"019","4832//",1
"019","48321/",1
"019","483211",1
"019","484///",470
"019","4841//",319
"019","48411/",126
"019","484110",126
"019","48412/",193
"019","484121",153
"019","484122",40
"019","4842//",151
"019","48421/",13
"019","484210",13
"019","48422/",96
"019","484220",96
"019","48423/",42
"019","484230",42
"019","485///",34
"019","4851//",1
"019","48511/",1
"019","485113",1
"019","4852//",2
"019","48521/",2
"019","485210",2
"019","4853//",7
"019","48531/",3
"019","485310",3
"019","48532/",4
"019","485320",4
"019","4854//",1
"019","48541/",1
"019","485410",1
"019","4855//",4
"019","48551/",4
"019","485510",4
"019","4859//",19
"019","48599/",19
"019","485991",13
"019","485999",6
"019","486///",3
"019","4861//",2
"019","48611/",2
"019","486110",2
"019","4869//",1
"019","48691/",1
"019","486910",1
"019","488///",95
"019","4881//",10
"019","48811/",5
"019","488119",5
"019","48819/",5
"019","488190",5
"019","4884//",47
"019","48841/",35
"019","488410",35
"019","48849/",12
"019","488490",12
"019","4885//",33
"019","48851/",33
"019","488510",33
"019","4889//",5
"019","48899/",5
"019","488991",3
"019","488999",2
"019","492///",33
"019","4921//",25
"019","49211/",25
"019","492110",25
"019","4922//",8
"019","49221/",8
"019","492210",8
"019","493///",43
"019","4931//",43
"019","49311/",20
"019","493110",20
"019","49312/",13
"019","493120",13
"019","49313/",6
"019","493130",6
"019","49319/",4
"019","493190",4
"019","51----",217
"019","511///",27
"019","5111//",21
"019","51111/",8
"019","511110",8
"019","51112/",6
"019","511120",6
"019","51113/",6
"019","511130",6
"019","51114/",1
"019","511140",1
"019","5112//",6
"019","51121/",6
"019","511210",6
"019","512///",19
"019","5121//",18
"019","51211/",9
"019","512110",9
"019","51213/",6
"019","512131",6
"019","51219/",3
"019","512191",3
"019","5122//",1
"019","51222/",1
"019","512220",1
"019","515///",29
"019","5151//",28
"019","51511/",17
"019","515111",5
"019","515112",12
"019","51512/",11
"019","515120",11
"019","5152//",1
"019","51521/",1
"019","515210",1
"019","517///",123
"019","5171//",54
"019","51711/",54
"019","517110",54
"019","5172//",55
"019","51721/",55
"019","517210",55
"019","5174//",3
"019","51741/",3
"019","517410",3
"019","5179//",11
"019","51791/",11
"019","517911",3
"019","517919",8
"019","518///",15
"019","5182//",15
"019","51821/",15
"019","518210",15
"019","519///",4
"019","5191//",4
"019","51913/",4
"019","519130",4
"019","52----",1002
"019","522///",402
"019","5221//",212
"019","52211/",170
"019","522110",170
"019","52212/",2
"019","522120",2
"019","52213/",40
"019","522130",40
"019","5222//",78
"019","52222/",13
"019","522220",13
"019","52229/",65
"019","522291",10
"019","522292",41
"019","522298",14
"019","5223//",112
"019","52231/",29
"019","522310",29
"019","52232/",8
"019","522320",8
"019","52239/",75
"019","522390",75
"019","523///",139
"019","5231//",51
"019","52311/",2
"019","523110",2
"019","52312/",47
"019","523120",47
"019","52314/",2
"019","523140",2
"019","5239//",88
"019","52391/",3
"019","523910",3
"019","52392/",34
"019","523920",34
"019","52393/",40
"019","523930",40
"019","52399/",11
"019","523991",10
"019","523999",1
"019","524///",460
"019","5241//",77
"019","52411/",35
"019","524113",14
"019","524114",21
"019","52412/",41
"019","524126",31
"019","524127",10
"019","52413/",1
"019","524130",1
"019","5242//",383
"019","52421/",336
"019","524210",336
"019","52429/",47
"019","524291",14
"019","524292",29
"019","524298",4
"019","525///",1
"019","5259//",1
"019","52591/",1
"019","525910",1
"019","53----",829
"019","531///",689
"019","5311//",316
"019","53111/",158
"019","531110",158
"019","53112/",81
"019","531120",81
"019","53113/",55
"019","531130",55
"019","53119/",22
"019","531190",22
"019","5312//",183
"019","53121/",183
"019","531210",183
"019","5313//",190
"019","53131/",150
"019","531311",115
"019","531312",35
"019","53132/",20
"019","531320",20
"019","53139/",20
"019","531390",20
"019","532///",136
"019","5321//",47
"019","53211/",27
"019","532111",25
"019","532112",2
"019","53212/",20
"019","532120",20
"019","5322//",40
"019","53221/",18
"019","532210",18
"019","53222/",1
"019","532220",1
"019","53223/",3
"019","532230",3
"019","53229/",18
"019","532291",3
"019","532292",3
"019","532299",12
"019","5323//",1
"019","53231/",1
"019","532310",1
"019","5324//",48
"019","53241/",18
"019","532411",2
"019","532412",16
"019","53249/",30
"019","532490",30
"019","533///",4
"019","5331//",4
"019","53311/",4
"019","533110",4
"019","54----",1581
"019","541///",1581
"019","5411//",433
"019","54111/",413
"019","541110",413
"019","54119/",20
"019","541191",5
"019","541199",15
"019","5412//",395
"019","54121/",395
"019","541211",188
"019","541213",98
"019","541214",16
"019","541219",93
"019","5413//",196
"019","54131/",34
"019","541310",34
"019","54132/",10
"019","541320",10
"019","54133/",114
"019","541330",114
"019","54134/",3
"019","541340",3
"019","54135/",11
"019","541350",11
"019","54136/",1
"019","541360",1
"019","54137/",7
"019","541370",7
"019","54138/",16
"019","541380",16
"019","5414//",25
"019","54141/",8
"019","541410",8
"019","54142/",2
"019","541420",2
"019","54143/",14
"019","541430",14
"019","54149/",1
"019","541490",1
"019","5415//",123
"019","54151/",123
"019","541511",57
"019","541512",47
"019","541513",7
"019","541519",12
"019","5416//",230
"019","54161/",139
"019","541611",65
"019","541612",13
"019","541613",47
"019","541614",8
"019","541618",6
"019","54162/",17
"019","541620",17
"019","54169/",74
"019","541690",74
"019","5417//",15
"019","54171/",14
"019","541711",4
"019","541712",10
"019","54172/",1
"019","541720",1
"019","5418//",54
"019","54181/",24
"019","541810",24
"019","54182/",6
"019","541820",6
"019","54183/",1
"019","541830",1
"019","54184/",1
"019","541840",1
"019","54185/",6
"019","541850",6
"019","54187/",2
"019","541870",2
"019","54189/",14
"019","541890",14
"019","5419//",110
"019","54191/",5
"019","541910",5
"019","54192/",24
"019","541921",21
"019","541922",3
"019","54193/",7
"019","541930",7
"019","54194/",54
"019","541940",54
"019","54199/",20
"019","541990",20
"019","55----",88
"019","551///",88
"019","5511//",88
"019","55111/",88
"019","551112",4
"019","551114",84
"019","56----",829
"019","561///",774
"019","5611//",50
"019","56111/",50
"019","561110",50
"019","5612//",7
"019","56121/",7
"019","561210",7
"019","5613//",66
"019","56131/",11
"019","561311",7
"019","561312",4
"019","56132/",52
"019","561320",52
"019","56133/",3
"019","561330",3
"019","5614//",62
"019","56141/",5
"019","561410",5
"019","56142/",9
"019","561421",2
"019","561422",7
"019","56143/",24
"019","561431",16
"019","561439",8
"019","56144/",7
"019","561440",7
"019","56145/",1
"019","561450",1
"019","56149/",16
"019","561491",5
"019","561492",6
"019","561499",5
"019","5615//",22
"019","56151/",20
"019","561510",20
"019","56152/",1
"019","561520",1
"019","56159/",1
"019","561599",1
"019","5616//",84
"019","56161/",58
"019","561611",17
"019","561612",36
"019","561613",5
"019","56162/",26
"019","561621",18
"019","561622",8
"019","5617//",445
"019","56171/",54
"019","561710",54
"019","56172/",118
"019","561720",118
"019","56173/",199
"019","561730",199
"019","56174/",26
"019","561740",26
"019","56179/",48
"019","561790",48
"019","5619//",38
"019","56191/",2
"019","561910",2
"019","56192/",5
"019","561920",5
"019","56199/",31
"019","561990",31
"019","562///",55
"019","5621//",28
"019","56211/",28
"019","562111",23
"019","562112",3
"019","562119",2
"019","5622//",7
"019","56221/",7
"019","562211",2
"019","562212",3
"019","562219",2
"019","5629//",20
"019","56291/",7
"019","562910",7
"019","56292/",6
"019","562920",6
"019","56299/",7
"019","562991",5
"019","562998",2
"019","61----",174
"019","611///",174
"019","6111//",25
"019","61111/",25
"019","611110",25
"019","6112//",4
"019","61121/",4
"019","611210",4
"019","6113//",12
"019","61131/",12
"019","611310",12
"019","6114//",5
"019","61141/",1
"019","611410",1
"019","61142/",1
"019","611420",1
"019","61143/",3
"019","611430",3
"019","6115//",21
"019","61151/",21
"019","611511",7
"019","611512",2
"019","611513",3
"019","611519",9
"019","6116//",89
"019","61161/",20
"019","611610",20
"019","61162/",22
"019","611620",22
"019","61169/",47
"019","611691",33
"019","611692",7
"019","611699",7
"019","6117//",18
"019","61171/",18
"019","611710",18
"019","62----",2350
"019","621///",1713
"019","6211//",760
"019","62111/",760
"019","621111",733
"019","621112",27
"019","6212//",394
"019","62121/",394
"019","621210",394
"019","6213//",292
"019","62131/",88
"019","621310",88
"019","62132/",43
"019","621320",43
"019","62133/",42
"019","621330",42
"019","62134/",72
"019","621340",72
"019","62139/",47
"019","621391",17
"019","621399",30
"019","6214//",126
"019","62141/",8
"019","621410",8
"019","62142/",33
"019","621420",33
"019","62149/",85
"019","621492",20
"019","621493",16
"019","621498",49
"019","6215//",70
"019","62151/",70
"019","621511",52
"019","621512",18
"019","6216//",52
"019","62161/",52
"019","621610",52
"019","6219//",19
"019","62191/",5
"019","621910",5
"019","62199/",14
"019","621991",4
"019","621999",10
"019","622///",13
"019","6221//",10
"019","62211/",10
"019","622110",10
"019","6222//",1
"019","62221/",1
"019","622210",1
"019","6223//",2
"019","62231/",2
"019","622310",2
"019","623///",285
"019","6231//",48
"019","62311/",48
"019","623110",48
"019","6232//",99
"019","62321/",69
"019","623210",69
"019","62322/",30
"019","623220",30
"019","6233//",85
"019","62331/",85
"019","623311",11
"019","623312",74
"019","6239//",53
"019","62399/",53
"019","623990",53
"019","624///",339
"019","6241//",175
"019","62411/",41
"019","624110",41
"019","62412/",66
"019","624120",66
"019","62419/",68
"019","624190",68
"019","6242//",27
"019","62421/",8
"019","624210",8
"019","62422/",17
"019","624221",5
"019","624229",12
"019","62423/",2
"019","624230",2
"019","6243//",25
"019","62431/",25
"019","624310",25
"019","6244//",112
"019","62441/",112
"019","624410",112
"019","71----",177
"019","711///",39
"019","7111//",13
"019","71111/",7
"019","711110",7
"019","71113/",5
"019","711130",5
"019","71119/",1
"019","711190",1
"019","7112//",8
"019","71121/",8
"019","711211",5
"019","711219",3
"019","7113//",9
"019","71131/",7
"019","711310",7
"019","71132/",2
"019","711320",2
"019","7114//",2
"019","71141/",2
"019","711410",2
"019","7115//",7
"019","71151/",7
"019","711510",7
"019","712///",9
"019","7121//",9
"019","71211/",3
"019","712110",3
"019","71212/",1
"019","712120",1
"019","71213/",5
"019","712130",5
"019","713///",129
"019","7131//",10
"019","71311/",2
"019","713110",2
"019","71312/",8
"019","713120",8
"019","7132//",12
"019","71321/",3
"019","713210",3
"019","71329/",9
"019","713290",9
"019","7139//",107
"019","71391/",9
"019","713910",9
"019","71392/",1
"019","713920",1
"019","71393/",5
"019","713930",5
"019","71394/",62
"019","713940",62
"019","71395/",4
"019","713950",4
"019","71399/",26
"019","713990",26
"019","72----",1593
"019","721///",113
"019","7211//",93
"019","72111/",89
"019","721110",89
"019","72119/",4
"019","721191",3
"019","721199",1
"019","7212//",13
"019","72121/",13
"019","721211",7
"019","721214",6
"019","7213//",7
"019","72131/",7
"019","721310",7
"019","722///",1480
"019","7223//",80
"019","72231/",40
"019","722310",40
"019","72232/",22
"019","722320",22
"019","72233/",18
"019","722330",18
"019","7224//",64
"019","72241/",64
"019","722410",64
"019","7225//",1336
"019","72251/",1336
"019","722511",519
"019","722513",634
"019","722514",12
"019","722515",171
"019","81----",1410
"019","811///",552
"019","8111//",454
"019","81111/",252
"019","811111",224
"019","811112",8
"019","811113",10
"019","811118",10
"019","81112/",100
"019","811121",85
"019","811122",15
"019","81119/",102
"019","811191",20
"019","811192",52
"019","811198",30
"019","8112//",23
"019","81121/",23
"019","811211",4
"019","811212",6
"019","811213",6
"019","811219",7
"019","8113//",49
"019","81131/",49
"019","811310",49
"019","8114//",26
"019","81141/",12
"019","811411",2
"019","811412",10
"019","81142/",4
"019","811420",4
"019","81149/",10
"019","811490",10
"019","812///",323
"019","8121//",180
"019","81211/",150
"019","812111",2
"019","812112",85
"019","812113",63
"019","81219/",30
"019","812191",6
"019","812199",24
"019","8122//",37
"019","81221/",30
"019","812210",30
"019","81222/",7
"019","812220",7
"019","8123//",55
"019","81231/",13
"019","812310",13
"019","81232/",32
"019","812320",32
"019","81233/",10
"019","812331",4
"019","812332",6
"019","8129//",51
"019","81291/",24
"019","812910",24
"019","81293/",9
"019","812930",9
"019","81299/",18
"019","812990",18
"019","813///",535
"019","8131//",319
"019","81311/",319
"019","813110",319
"019","8132//",37
"019","81321/",37
"019","813211",20
"019","813212",9
"019","813219",8
"019","8133//",34
"019","81331/",34
"019","813311",8
"019","813312",11
"019","813319",15
"019","8134//",53
"019","81341/",53
"019","813410",53
"019","8139//",92
"019","81391/",29
"019","813910",29
"019","81392/",10
"019","813920",10
"019","81393/",32
"019","813930",32
"019","81394/",6
"019","813940",6
"019","81399/",15
"019","813990",15
"019","99----",42
"021","------",468
"021","11----",13
"021","113///",1
"021","1133//",1
"021","11331/",1
"021","113310",1
"021","115///",12
"021","1151//",10
"021","11511/",10
"021","115112",2
"021","115113",1
"021","115114",6
"021","115115",1
"021","1152//",2
"021","11521/",2
"021","115210",2
"021","21----",3
"021","212///",2
"021","2123//",2
"021","21232/",2
"021","212321",2
"021","213///",1
"021","2131//",1
"021","21311/",1
"021","213112",1
"021","22----",6
"021","221///",6
"021","2211//",2
"021","22112/",2
"021","221122",2
"021","2213//",4
"021","22131/",3
"021","221310",3
"021","22132/",1
"021","221320",1
"021","23----",46
"021","236///",9
"021","2361//",7
"021","23611/",7
"021","236115",2
"021","236118",5
"021","2362//",2
"021","23622/",2
"021","236220",2
"021","237///",5
"021","2371//",3
"021","23711/",1
"021","237110",1
"021","23712/",1
"021","237120",1
"021","23713/",1
"021","237130",1
"021","2373//",1
"021","23731/",1
"021","237310",1
"021","2379//",1
"021","23799/",1
"021","237990",1
"021","238///",32
"021","2381//",12
"021","23811/",1
"021","238110",1
"021","23812/",5
"021","238120",5
"021","23813/",1
"021","238130",1
"021","23814/",1
"021","238140",1
"021","23816/",2
"021","238160",2
"021","23817/",1
"021","238170",1
"021","23819/",1
"021","238190",1
"021","2382//",10
"021","23821/",5
"021","238210",5
"021","23822/",5
"021","238220",5
"021","2383//",4
"021","23832/",2
"021","238320",2
"021","23834/",1
"021","238340",1
"021","23835/",1
"021","238350",1
"021","2389//",6
"021","23891/",3
"021","238910",3
"021","23899/",3
"021","238990",3
"021","31----",27
"021","311///",9
"021","3111//",1
"021","31111/",1
"021","311119",1
"021","3114//",3
"021","31142/",3
"021","311421",1
"021","311423",2
"021","3115//",3
"021","31151/",3
"021","311511",1
"021","311513",2
"021","3116//",1
"021","31161/",1
"021","311611",1
"021","3119//",1
"021","31191/",1
"021","311911",1
"021","315///",1
"021","3152//",1
"021","31521/",1
"021","315210",1
"021","321///",2
"021","3211//",1
"021","32111/",1
"021","321113",1
"021","3212//",1
"021","32121/",1
"021","321219",1
"021","327///",5
"021","3273//",4
"021","32732/",4
"021","327320",4
"021","3279//",1
"021","32799/",1
"021","327993",1
"021","332///",1
"021","3327//",1
"021","33271/",1
"021","332710",1
"021","333///",4
"021","3331//",3
"021","33311/",3
"021","333111",3
"021","3335//",1
"021","33351/",1
"021","333519",1
"021","336///",1
"021","3363//",1
"021","33639/",1
"021","336390",1
"021","337///",3
"021","3371//",3
"021","33711/",3
"021","337110",3
"021","339///",1
"021","3399//",1
"021","33999/",1
"021","339999",1
"021","42----",20
"021","423///",6
"021","4238//",5
"021","42381/",1
"021","423810",1
"021","42382/",4
"021","423820",4
"021","4239//",1
"021","42399/",1
"021","423990",1
"021","424///",13
"021","4244//",2
"021","42447/",1
"021","424470",1
"021","42449/",1
"021","424490",1
"021","4247//",3
"021","42471/",3
"021","424710",3
"021","4248//",1
"021","42481/",1
"021","424810",1
"021","4249//",7
"021","42491/",7
"021","424910",7
"021","425///",1
"021","4251//",1
"021","42512/",1
"021","425120",1
"021","44----",77
"021","441///",12
"021","4411//",3
"021","44111/",2
"021","441110",2
"021","44112/",1
"021","441120",1
"021","4413//",9
"021","44131/",7
"021","441310",7
"021","44132/",2
"021","441320",2
"021","442///",2
"021","4421//",1
"021","44211/",1
"021","442110",1
"021","4422//",1
"021","44221/",1
"021","442210",1
"021","443///",1
"021","4431//",1
"021","44314/",1
"021","443142",1
"021","444///",9
"021","4441//",4
"021","44413/",2
"021","444130",2
"021","44419/",2
"021","444190",2
"021","4442//",5
"021","44421/",1
"021","444210",1
"021","44422/",4
"021","444220",4
"021","445///",21
"021","4451//",15
"021","44511/",8
"021","445110",8
"021","44512/",7
"021","445120",7
"021","4452//",5
"021","44521/",4
"021","445210",4
"021","44529/",1
"021","445299",1
"021","4453//",1
"021","44531/",1
"021","445310",1
"021","446///",6
"021","4461//",6
"021","44611/",4
"021","446110",4
"021","44619/",2
"021","446191",1
"021","446199",1
"021","447///",12
"021","4471//",12
"021","44711/",9
"021","447110",9
"021","44719/",3
"021","447190",3
"021","448///",1
"021","4481//",1
"021","44814/",1
"021","448140",1
"021","451///",2
"021","4511//",2
"021","45113/",2
"021","451130",2
"021","452///",5
"021","4529//",5
"021","45291/",1
"021","452910",1
"021","45299/",4
"021","452990",4
"021","453///",5
"021","4531//",3
"021","45311/",3
"021","453110",3
"021","4532//",1
"021","45322/",1
"021","453220",1
"021","4539//",1
"021","45399/",1
"021","453991",1
"021","454///",1
"021","4543//",1
"021","45431/",1
"021","454310",1
"021","48----",33
"021","484///",26
"021","4841//",15
"021","48411/",11
"021","484110",11
"021","48412/",4
"021","484121",2
"021","484122",2
"021","4842//",11
"021","48421/",1
"021","484210",1
"021","48422/",9
"021","484220",9
"021","48423/",1
"021","484230",1
"021","485///",1
"021","4851//",1
"021","48511/",1
"021","485113",1
"021","488///",3
"021","4881//",1
"021","48819/",1
"021","488190",1
"021","4884//",2
"021","48841/",2
"021","488410",2
"021","493///",3
"021","4931//",3
"021","49311/",1
"021","493110",1
"021","49312/",2
"021","493120",2
"021","51----",2
"021","517///",2
"021","5171//",2
"021","51711/",2
"021","517110",2
"021","52----",29
"021","522///",12
"021","5221//",9
"021","52211/",8
"021","522110",8
"021","52213/",1
"021","522130",1
"021","5222//",3
"021","52222/",1
"021","522220",1
"021","52229/",2
"021","522298",2
"021","523///",5
"021","5231//",3
"021","52312/",2
"021","523120",2
"021","52314/",1
"021","523140",1
"021","5239//",2
"021","52392/",1
"021","523920",1
"021","52399/",1
"021","523991",1
"021","524///",12
"021","5241//",4
"021","52411/",1
"021","524113",1
"021","52412/",3
"021","524126",3
"021","5242//",8
"021","52421/",8
"021","524210",8
"021","53----",19
"021","531///",18
"021","5311//",9
"021","53111/",5
"021","531110",5
"021","53112/",2
"021","531120",2
"021","53113/",2
"021","531130",2
"021","5312//",5
"021","53121/",5
"021","531210",5
"021","5313//",4
"021","53131/",3
"021","531311",3
"021","53132/",1
"021","531320",1
"021","532///",1
"021","5321//",1
"021","53211/",1
"021","532111",1
"021","54----",24
"021","541///",24
"021","5411//",2
"021","54111/",2
"021","541110",2
"021","5412//",11
"021","54121/",11
"021","541211",5
"021","541213",2
"021","541219",4
"021","5413//",3
"021","54133/",2
"021","541330",2
"021","54137/",1
"021","541370",1
"021","5415//",1
"021","54151/",1
"021","541511",1
"021","5416//",2
"021","54161/",1
"021","541611",1
"021","54169/",1
"021","541690",1
"021","5419//",5
"021","54194/",5
"021","541940",5
"021","55----",1
"021","551///",1
"021","5511//",1
"021","55111/",1
"021","551114",1
"021","56----",9
"021","561///",7
"021","5616//",1
"021","56161/",1
"021","561611",1
"021","5617//",5
"021","56171/",1
"021","561710",1
"021","56173/",4
"021","561730",4
"021","5619//",1
"021","56199/",1
"021","561990",1
"021","562///",2
"021","5629//",2
"021","56299/",2
"021","562991",2
"021","61----",2
"021","611///",2
"021","6111//",1
"021","61111/",1
"021","611110",1
"021","6116//",1
"021","61169/",1
"021","611699",1
"021","62----",44
"021","621///",28
"021","6211//",8
"021","62111/",8
"021","621111",8
"021","6212//",8
"021","62121/",8
"021","621210",8
"021","6213//",5
"021","62131/",2
"021","621310",2
"021","62134/",3
"021","621340",3
"021","6214//",2
"021","62149/",2
"021","621498",2
"021","6215//",4
"021","62151/",4
"021","621511",4
"021","6219//",1
"021","62191/",1
"021","621910",1
"021","622///",1
"021","6221//",1
"021","62211/",1
"021","622110",1
"021","623///",3
"021","6231//",1
"021","62311/",1
"021","623110",1
"021","6233//",2
"021","62331/",2
"021","623312",2
"021","624///",12
"021","6241//",6
"021","62412/",5
"021","624120",5
"021","62419/",1
"021","624190",1
"021","6242//",1
"021","62423/",1
"021","624230",1
"021","6244//",5
"021","62441/",5
"021","624410",5
"021","71----",7
"021","711///",2
"021","7113//",1
"021","71131/",1
"021","711310",1
"021","7115//",1
"021","71151/",1
"021","711510",1
"021","713///",5
"021","7139//",5
"021","71391/",1
"021","713910",1
"021","71395/",1
"021","713950",1
"021","71399/",3
"021","713990",3
"021","72----",54
"021","721///",9
"021","7211//",8
"021","72111/",8
"021","721110",8
"021","7212//",1
"021","72121/",1
"021","721211",1
"021","722///",45
"021","7223//",3
"021","72231/",1
"021","722310",1
"021","72233/",2
"021","722330",2
"021","7224//",3
"021","72241/",3
"021","722410",3
"021","7225//",39
"021","72251/",39
"021","722511",18
"021","722513",15
"021","722515",6
"021","81----",48
"021","811///",17
"021","8111//",11
"021","81111/",7
"021","811111",7
"021","81112/",4
"021","811121",3
"021","811122",1
"021","8112//",1
"021","81121/",1
"021","811212",1
"021","8113//",4
"021","81131/",4
"021","811310",4
"021","8114//",1
"021","81149/",1
"021","811490",1
"021","812///",4
"021","8121//",1
"021","81219/",1
"021","812199",1
"021","8122//",2
"021","81221/",2
"021","812210",2
"021","8123//",1
"021","81232/",1
"021","812320",1
"021","813///",27
"021","8131//",19
"021","81311/",19
"021","813110",19
"021","8133//",2
"021","81331/",2
"021","813312",2
"021","8134//",1
"021","81341/",1
"021","813410",1
"021","8139//",5
"021","81391/",3
"021","813910",3
"021","81394/",2
"021","813940",2
"021","99----",4
"023","------",3170
"023","11----",52
"023","113///",30
"023","1131//",1
"023","11311/",1
"023","113110",1
"023","1133//",29
"023","11331/",29
"023","113310",29
"023","114///",10
"023","1141//",10
"023","11411/",10
"023","114111",3
"023","114112",5
"023","114119",2
"023","115///",12
"023","1151//",1
"023","11511/",1
"023","115112",1
"023","1152//",2
"023","11521/",2
"023","115210",2
"023","1153//",9
"023","11531/",9
"023","115310",9
"023","21----",1
"023","213///",1
"023","2131//",1
"023","21311/",1
"023","213111",1
"023","22----",7
"023","221///",7
"023","2211//",2
"023","22111/",1
"023","221117",1
"023","22112/",1
"023","221122",1
"023","2213//",5
"023","22131/",5
"023","221310",5
"023","23----",291
"023","236///",132
"023","2361//",108
"023","23611/",108
"023","236115",35
"023","236116",4
"023","236117",13
"023","236118",56
"023","2362//",24
"023","23621/",1
"023","236210",1
"023","23622/",23
"023","236220",23
"023","237///",27
"023","2371//",4
"023","23711/",2
"023","237110",2
"023","23713/",2
"023","237130",2
"023","2372//",2
"023","23721/",2
"023","237210",2
"023","2373//",17
"023","23731/",17
"023","237310",17
"023","2379//",4
"023","23799/",4
"023","237990",4
"023","238///",132
"023","2381//",23
"023","23811/",2
"023","238110",2
"023","23812/",2
"023","238120",2
"023","23813/",2
"023","238130",2
"023","23814/",4
"023","238140",4
"023","23815/",3
"023","238150",3
"023","23816/",7
"023","238160",7
"023","23817/",1
"023","238170",1
"023","23819/",2
"023","238190",2
"023","2382//",54
"023","23821/",30
"023","238210",30
"023","23822/",23
"023","238220",23
"023","23829/",1
"023","238290",1
"023","2383//",40
"023","23831/",11
"023","238310",11
"023","23832/",12
"023","238320",12
"023","23833/",6
"023","238330",6
"023","23834/",6
"023","238340",6
"023","23835/",4
"023","238350",4
"023","23839/",1
"023","238390",1
"023","2389//",15
"023","23891/",12
"023","238910",12
"023","23899/",3
"023","238990",3
"023","31----",129
"023","311///",34
"023","3112//",1
"023","31122/",1
"023","311225",1
"023","3113//",4
"023","31134/",1
"023","311340",1
