"fipscty","naics","est"
"071","32622/",1
"071","326220",1
"071","32629/",15
"071","326291",4
"071","326299",11
"071","327///",80
"071","3271//",6
"071","32711/",3
"071","327110",3
"071","32712/",3
"071","327120",3
"071","3272//",5
"071","32721/",5
"071","327215",5
"071","3273//",56
"071","32731/",7
"071","327310",7
"071","32732/",24
"071","327320",24
"071","32733/",11
"071","327331",7
"071","327332",4
"071","32739/",14
"071","327390",14
"071","3274//",2
"071","32742/",2
"071","327420",2
"071","3279//",11
"071","32791/",3
"071","327910",3
"071","32799/",8
"071","327991",2
"071","327992",1
"071","327993",2
"071","327999",3
"071","331///",44
"071","3311//",12
"071","33111/",12
"071","331110",12
"071","3312//",7
"071","33121/",4
"071","331210",4
"071","33122/",3
"071","331221",2
"071","331222",1
"071","3313//",9
"071","33131/",9
"071","331313",1
"071","331314",3
"071","331318",5
"071","3314//",4
"071","33142/",1
"071","331420",1
"071","33149/",3
"071","331491",3
"071","3315//",12
"071","33151/",3
"071","331511",1
"071","331512",1
"071","331513",1
"071","33152/",9
"071","331523",3
"071","331524",4
"071","331529",2
"071","332///",381
"071","3321//",21
"071","33211/",21
"071","332111",4
"071","332112",1
"071","332114",6
"071","332119",10
"071","3322//",9
"071","33221/",9
"071","332215",1
"071","332216",8
"071","3323//",87
"071","33231/",30
"071","332311",4
"071","332312",19
"071","332313",7
"071","33232/",57
"071","332321",6
"071","332322",38
"071","332323",13
"071","3324//",11
"071","33241/",2
"071","332410",2
"071","33242/",3
"071","332420",3
"071","33243/",6
"071","332431",2
"071","332439",4
"071","3325//",5
"071","33251/",5
"071","332510",5
"071","3326//",15
"071","33261/",15
"071","332613",5
"071","332618",10
"071","3327//",151
"071","33271/",120
"071","332710",120
"071","33272/",31
"071","332721",28
"071","332722",3
"071","3328//",42
"071","33281/",42
"071","332811",4
"071","332812",26
"071","332813",12
"071","3329//",40
"071","33291/",3
"071","332911",1
"071","332912",2
"071","33299/",37
"071","332992",3
"071","332994",1
"071","332996",7
"071","332999",26
"071","333///",127
"071","3331//",3
"071","33311/",1
"071","333111",1
"071","33312/",2
"071","333120",2
"071","3332//",17
"071","33324/",17
"071","333241",2
"071","333244",1
"071","333249",14
"071","3333//",8
"071","33331/",8
"071","333314",2
"071","333316",3
"071","333318",3
"071","3334//",15
"071","33341/",15
"071","333413",6
"071","333414",5
"071","333415",4
"071","3335//",48
"071","33351/",48
"071","333511",14
"071","333514",12
"071","333515",8
"071","333517",9
"071","333519",5
"071","3336//",2
"071","33361/",2
"071","333612",1
"071","333618",1
"071","3339//",34
"071","33391/",6
"071","333911",2
"071","333912",4
"071","33392/",7
"071","333922",4
"071","333923",2
"071","333924",1
"071","33399/",21
"071","333992",3
"071","333993",7
"071","333994",5
"071","333995",1
"071","333996",1
"071","333997",1
"071","333999",3
"071","334///",72
"071","3341//",11
"071","33411/",11
"071","334111",3
"071","334112",3
"071","334118",5
"071","3342//",4
"071","33421/",3
"071","334210",3
"071","33422/",1
"071","334220",1
"071","3343//",3
"071","33431/",3
"071","334310",3
"071","3344//",21
"071","33441/",21
"071","334412",2
"071","334413",2
"071","334416",4
"071","334417",3
"071","334418",3
"071","334419",7
"071","3345//",28
"071","33451/",28
"071","334511",3
"071","334512",5
"071","334513",5
"071","334515",6
"071","334516",4
"071","334517",1
"071","334519",4
"071","3346//",5
"071","33461/",5
"071","334613",3
"071","334614",2
"071","335///",28
"071","3351//",7
"071","33511/",1
"071","335110",1
"071","33512/",6
"071","335121",1
"071","335122",3
"071","335129",2
"071","3352//",4
"071","33522/",4
"071","335221",4
"071","3353//",8
"071","33531/",8
"071","335311",1
"071","335312",2
"071","335313",2
"071","335314",3
"071","3359//",9
"071","33591/",2
"071","335911",2
"071","33592/",1
"071","335929",1
"071","33593/",3
"071","335931",3
"071","33599/",3
"071","335991",1
"071","335999",2
"071","336///",101
"071","3361//",2
"071","33611/",2
"071","336111",2
"071","3362//",14
"071","33621/",14
"071","336211",8
"071","336214",6
"071","3363//",47
"071","33631/",5
"071","336310",5
"071","33632/",5
"071","336320",5
"071","33633/",5
"071","336330",5
"071","33634/",5
"071","336340",5
"071","33635/",8
"071","336350",8
"071","33636/",3
"071","336360",3
"071","33639/",16
"071","336390",16
"071","3364//",18
"071","33641/",18
"071","336411",5
"071","336412",2
"071","336413",9
"071","336414",2
"071","3365//",1
"071","33651/",1
"071","336510",1
"071","3366//",5
"071","33661/",5
"071","336612",5
"071","3369//",14
"071","33699/",14
"071","336991",6
"071","336999",8
"071","337///",87
"071","3371//",54
"071","33711/",20
"071","337110",20
"071","33712/",34
"071","337121",9
"071","337122",11
"071","337124",3
"071","337125",3
"071","337127",8
"071","3372//",23
"071","33721/",23
"071","337211",1
"071","337212",9
"071","337214",4
"071","337215",9
"071","3379//",10
"071","33791/",5
"071","337910",5
"071","33792/",5
"071","337920",5
"071","339///",135
"071","3391//",54
"071","33911/",54
"071","339112",4
"071","339113",9
"071","339114",5
"071","339115",5
"071","339116",31
"071","3399//",81
"071","33991/",5
"071","339910",5
"071","33992/",6
"071","339920",6
"071","33993/",2
"071","339930",2
"071","33994/",1
"071","339940",1
"071","33995/",31
"071","339950",31
"071","33999/",36
"071","339991",5
"071","339992",5
"071","339993",2
"071","339994",1
"071","339999",23
"071","42----",2916
"071","423///",1863
"071","4231//",325
"071","42311/",63
"071","423110",63
"071","42312/",203
"071","423120",203
"071","42313/",39
"071","423130",39
"071","42314/",20
"071","423140",20
"071","4232//",143
"071","42321/",71
"071","423210",71
"071","42322/",72
"071","423220",72
"071","4233//",117
"071","42331/",66
"071","423310",66
"071","42332/",18
"071","423320",18
"071","42333/",12
"071","423330",12
"071","42339/",21
"071","423390",21
"071","4234//",197
"071","42341/",3
"071","423410",3
"071","42342/",22
"071","423420",22
"071","42343/",59
"071","423430",59
"071","42344/",28
"071","423440",28
"071","42345/",61
"071","423450",61
"071","42346/",12
"071","423460",12
"071","42349/",12
"071","423490",12
"071","4235//",95
"071","42351/",92
"071","423510",92
"071","42352/",3
"071","423520",3
"071","4236//",250
"071","42361/",122
"071","423610",122
"071","42362/",36
"071","423620",36
"071","42369/",92
"071","423690",92
"071","4237//",150
"071","42371/",89
"071","423710",89
"071","42372/",29
"071","423720",29
"071","42373/",23
"071","423730",23
"071","42374/",9
"071","423740",9
"071","4238//",315
"071","42381/",24
"071","423810",24
"071","42382/",18
"071","423820",18
"071","42383/",175
"071","423830",175
"071","42384/",66
"071","423840",66
"071","42385/",19
"071","423850",19
"071","42386/",13
"071","423860",13
"071","4239//",271
"071","42391/",57
"071","423910",57
"071","42392/",31
"071","423920",31
"071","42393/",69
"071","423930",69
"071","42394/",16
"071","423940",16
"071","42399/",98
"071","423990",98
"071","424///",856
"071","4241//",82
"071","42411/",9
"071","424110",9
"071","42412/",31
"071","424120",31
"071","42413/",42
"071","424130",42
"071","4242//",85
"071","42421/",85
"071","424210",85
"071","4243//",119
"071","42431/",21
"071","424310",21
"071","42432/",25
"071","424320",25
"071","42433/",57
"071","424330",57
"071","42434/",16
"071","424340",16
"071","4244//",197
"071","42441/",24
"071","424410",24
"071","42442/",14
"071","424420",14
"071","42443/",17
"071","424430",17
"071","42444/",7
"071","424440",7
"071","42445/",13
"071","424450",13
"071","42446/",4
"071","424460",4
"071","42447/",7
"071","424470",7
"071","42448/",19
"071","424480",19
"071","42449/",92
"071","424490",92
"071","4245//",13
"071","42451/",5
"071","424510",5
"071","42452/",1
"071","424520",1
"071","42459/",7
"071","424590",7
"071","4246//",80
"071","42461/",32
"071","424610",32
"071","42469/",48
"071","424690",48
"071","4247//",23
"071","42471/",16
"071","424710",16
"071","42472/",7
"071","424720",7
"071","4248//",8
"071","42481/",5
"071","424810",5
"071","42482/",3
"071","424820",3
"071","4249//",249
"071","42491/",33
"071","424910",33
"071","42492/",11
"071","424920",11
"071","42493/",31
"071","424930",31
"071","42494/",13
"071","424940",13
"071","42495/",10
"071","424950",10
"071","42499/",151
"071","424990",151
"071","425///",197
"071","4251//",197
"071","42511/",5
"071","425110",5
"071","42512/",192
"071","425120",192
"071","44----",4846
"071","441///",612
"071","4411//",184
"071","44111/",90
"071","441110",90
"071","44112/",94
"071","441120",94
"071","4412//",53
"071","44121/",19
"071","441210",19
"071","44122/",34
"071","441222",5
"071","441228",29
"071","4413//",375
"071","44131/",221
"071","441310",221
"071","44132/",154
"071","441320",154
"071","442///",196
"071","4421//",85
"071","44211/",85
"071","442110",85
"071","4422//",111
"071","44221/",53
"071","442210",53
"071","44229/",58
"071","442291",4
"071","442299",54
"071","443///",188
"071","4431//",188
"071","44314/",188
"071","443141",23
"071","443142",165
"071","444///",272
"071","4441//",224
"071","44411/",34
"071","444110",34
"071","44412/",34
"071","444120",34
"071","44413/",48
"071","444130",48
"071","44419/",108
"071","444190",108
"071","4442//",48
"071","44421/",10
"071","444210",10
"071","44422/",38
"071","444220",38
"071","445///",762
"071","4451//",431
"071","44511/",309
"071","445110",309
"071","44512/",122
"071","445120",122
"071","4452//",95
"071","44521/",21
"071","445210",21
"071","44522/",9
"071","445220",9
"071","44523/",4
"071","445230",4
"071","44529/",61
"071","445291",17
"071","445292",23
"071","445299",21
"071","4453//",236
"071","44531/",236
"071","445310",236
"071","446///",464
"071","4461//",464
"071","44611/",233
"071","446110",233
"071","44612/",84
"071","446120",84
"071","44613/",39
"071","446130",39
"071","44619/",108
"071","446191",63
"071","446199",45
"071","447///",433
"071","4471//",433
"071","44711/",359
"071","447110",359
"071","44719/",74
"071","447190",74
"071","448///",726
"071","4481//",469
"071","44811/",32
"071","448110",32
"071","44812/",128
"071","448120",128
"071","44813/",34
"071","448130",34
"071","44814/",184
"071","448140",184
"071","44815/",43
"071","448150",43
"071","44819/",48
"071","448190",48
"071","4482//",162
"071","44821/",162
"071","448210",162
"071","4483//",95
"071","44831/",88
"071","448310",88
"071","44832/",7
"071","448320",7
"071","451///",170
"071","4511//",146
"071","45111/",81
"071","451110",81
"071","45112/",36
"071","451120",36
"071","45113/",14
"071","451130",14
"071","45114/",15
"071","451140",15
"071","4512//",24
"071","45121/",24
"071","451211",21
"071","451212",3
"071","452///",233
"071","4521//",49
"071","45211/",49
"071","452111",13
"071","452112",36
"071","4529//",184
"071","45291/",18
"071","452910",18
"071","45299/",166
"071","452990",166
"071","453///",435
"071","4531//",45
"071","45311/",45
"071","453110",45
"071","4532//",118
"071","45321/",33
"071","453210",33
"071","45322/",85
"071","453220",85
"071","4533//",69
"071","45331/",69
"071","453310",69
"071","4539//",203
"071","45391/",43
"071","453910",43
"071","45392/",6
"071","453920",6
"071","45393/",5
"071","453930",5
"071","45399/",149
"071","453991",71
"071","453998",78
"071","454///",355
"071","4541//",258
"071","45411/",258
"071","454111",225
"071","454112",4
"071","454113",29
"071","4542//",13
"071","45421/",13
"071","454210",13
"071","4543//",84
"071","45431/",16
"071","454310",16
"071","45439/",68
"071","454390",68
"071","48----",1825
"071","481///",18
"071","4811//",9
"071","48111/",9
"071","481111",7
"071","481112",2
"071","4812//",9
"071","48121/",9
"071","481211",5
"071","481219",4
"071","483///",4
"071","4831//",4
"071","48311/",4
"071","483111",2
"071","483113",1
"071","483114",1
"071","484///",987
"071","4841//",744
"071","48411/",361
"071","484110",361
"071","48412/",383
"071","484121",314
"071","484122",69
"071","4842//",243
"071","48421/",33
"071","484210",33
"071","48422/",137
"071","484220",137
"071","48423/",73
"071","484230",73
"071","485///",84
"071","4851//",4
"071","48511/",4
"071","485113",4
"071","4852//",3
"071","48521/",3
"071","485210",3
"071","4853//",24
"071","48531/",6
"071","485310",6
"071","48532/",18
"071","485320",18
"071","4854//",10
"071","48541/",10
"071","485410",10
"071","4855//",12
"071","48551/",12
"071","485510",12
"071","4859//",31
"071","48599/",31
"071","485991",23
"071","485999",8
"071","486///",8
"071","4862//",3
"071","48621/",3
"071","486210",3
"071","4869//",5
"071","48691/",4
"071","486910",4
"071","48699/",1
"071","486990",1
"071","487///",7
"071","4871//",2
"071","48711/",2
"071","487110",2
"071","4872//",4
"071","48721/",4
"071","487210",4
"071","4879//",1
"071","48799/",1
"071","487990",1
"071","488///",293
"071","4881//",36
"071","48811/",7
"071","488119",7
"071","48819/",29
"071","488190",29
"071","4882//",5
"071","48821/",5
"071","488210",5
"071","4883//",2
"071","48832/",1
"071","488320",1
"071","48839/",1
"071","488390",1
"071","4884//",102
"071","48841/",83
"071","488410",83
"071","48849/",19
"071","488490",19
"071","4885//",137
"071","48851/",137
"071","488510",137
"071","4889//",11
"071","48899/",11
"071","488991",8
"071","488999",3
"071","492///",110
"071","4921//",80
"071","49211/",80
"071","492110",80
"071","4922//",30
"071","49221/",30
"071","492210",30
"071","493///",314
"071","4931//",314
"071","49311/",274
"071","493110",274
"071","49312/",17
"071","493120",17
"071","49313/",1
"071","493130",1
"071","49319/",22
"071","493190",22
"071","51----",447
"071","511///",65
"071","5111//",51
"071","51111/",23
"071","511110",23
"071","51112/",14
"071","511120",14
"071","51113/",6
"071","511130",6
"071","51114/",3
"071","511140",3
"071","51119/",5
"071","511199",5
"071","5112//",14
"071","51121/",14
"071","511210",14
"071","512///",48
"071","5121//",42
"071","51211/",18
"071","512110",18
"071","51213/",20
"071","512131",18
"071","512132",2
"071","51219/",4
"071","512191",2
"071","512199",2
"071","5122//",6
"071","51222/",4
"071","512220",4
"071","51224/",1
"071","512240",1
"071","51229/",1
"071","512290",1
"071","515///",21
"071","5151//",19
"071","51511/",16
"071","515111",5
"071","515112",11
"071","51512/",3
"071","515120",3
"071","5152//",2
"071","51521/",2
"071","515210",2
"071","517///",268
"071","5171//",149
"071","51711/",149
"071","517110",149
"071","5172//",87
"071","51721/",87
"071","517210",87
"071","5174//",2
"071","51741/",2
"071","517410",2
"071","5179//",30
"071","51791/",30
"071","517911",12
"071","517919",18
"071","518///",28
"071","5182//",28
"071","51821/",28
"071","518210",28
"071","519///",17
"071","5191//",17
"071","51912/",1
"071","519120",1
"071","51913/",14
"071","519130",14
"071","51919/",2
"071","519190",2
"071","52----",1619
"071","522///",730
"071","5221//",344
"071","52211/",281
"071","522110",281
"071","52212/",5
"071","522120",5
"071","52213/",58
"071","522130",58
"071","5222//",183
"071","52222/",13
"071","522220",13
"071","52229/",170
"071","522291",29
"071","522292",91
"071","522293",2
"071","522294",1
"071","522298",47
"071","5223//",203
"071","52231/",56
"071","522310",56
"071","52232/",26
"071","522320",26
"071","52239/",121
"071","522390",121
"071","523///",224
"071","5231//",109
"071","52311/",1
"071","523110",1
"071","52312/",106
"071","523120",106
"071","52313/",2
"071","523130",2
"071","5239//",115
"071","52391/",15
"071","523910",15
"071","52392/",23
"071","523920",23
"071","52393/",64
"071","523930",64
"071","52399/",13
"071","523991",12
"071","523999",1
"071","524///",665
"071","5241//",96
"071","52411/",35
"071","524113",16
"071","524114",19
"071","52412/",61
"071","524126",30
"071","524127",26
"071","524128",5
"071","5242//",569
"071","52421/",532
"071","524210",532
"071","52429/",37
"071","524291",15
"071","524292",12
"071","524298",10
"071","53----",1768
"071","531///",1490
"071","5311//",572
"071","53111/",264
"071","531110",264
"071","53112/",101
"071","531120",101
"071","53113/",121
"071","531130",121
"071","53119/",86
"071","531190",86
"071","5312//",483
"071","53121/",483
"071","531210",483
"071","5313//",435
"071","53131/",306
"071","531311",239
"071","531312",67
"071","53132/",41
"071","531320",41
"071","53139/",88
"071","531390",88
"071","532///",270
"071","5321//",96
"071","53211/",59
"071","532111",59
"071","53212/",37
"071","532120",37
"071","5322//",79
"071","53221/",25
